term,layer,layer_name,definition,source,auto_quality_notes,reviewer_verdict,corrected_definition,reviewer_comment,review_date
低收缩纤维,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"经过热处理后 , 具有较低收缩率的纤维 。",GB/T 4146.2-2017 (OCR提取),OCR提取，需人工核验,,,,
发光纤维,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,受到射线照射时能发出可见光的纤维 。,GB/T 4146.2-2017 (OCR提取),OCR提取，需人工核验,,,,
结构生色纤维,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,利用微观结构经光散射或干涉等作用而产生颜色的纤维。,GB/T 4146.2-2017 (OCR提取),OCR提取，需人工核验,,,,
抗静电纤维,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"不易集聚静电荷,有防止产生静电或消除静电作用的纤维。也称防静电纤维。",GB/T 4146.2-2017 (OCR提取),OCR提取，需人工核验,,,,
上血纤维,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,有优良黏附性和疑血作用且无毒性和可被吸收的多孔柔软纤维。,GB/T 4146.2-2017 (OCR提取),OCR提取，需人工核验,,,,
可吸收纤维,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"植人人类或动物肌体内,在一定时间内能自行降解并被植人机体组织完全吸收的纤维。",GB/T 4146.2-2017 (OCR提取),OCR提取，需人工核验,,,,
反应型活性纤维,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,在大分子主链或侧链含有化学反应性基团的纤维。,GB/T 4146.2-2017 (OCR提取),OCR提取，需人工核验,,,,
吸湿纤维,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,能从周围环境中吸着大量汽态水分的纤维 。,GB/T 4146.2-2017 (OCR提取),OCR提取，需人工核验,,,,
防污纤维,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,具有抵抗沾污或易去污性能的纤维 。,GB/T 4146.2-2017 (OCR提取),OCR提取，需人工核验,,,,
离子交换纤维,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"具有离子交换功能的纤维,根据其拥有的离子交换基团的种类,可分为阳离子交换纤维、阴离子交",GB/T 4146.2-2017 (OCR提取),OCR提取，需人工核验,,,,
活性碳纤维,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"经活化处理得到表面有大量微孔结构,并有很大比表面积的碳化纤维。一般比表面积大于500me/g。",GB/T 4146.2-2017 (OCR提取),OCR提取，需人工核验,,,,
生物基再生纤维,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,以生物质为原料经纺丝所制成的纤维 。,GB/T 4146.2-2017 (OCR提取),OCR提取，需人工核验,,,,
生物基合成纤维,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"以生物质为原料经发酵等方法制备小分子,再经聚合制备高分子后纺丝成形所制成的纤维。",GB/T 4146.2-2017 (OCR提取),OCR提取，需人工核验,,,,
光敏变色纤维,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,色泽随外界光照条件变化发生可逆变化的纤维。,GB/T 4146.2-2017 (OCR提取),OCR提取，需人工核验,,,,
形状记忆纤维,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,在特定条件下能够回复外界所赋予初始形状的纤维。,GB/T 4146.2-2017 (OCR提取),OCR提取，需人工核验,,,,
自修复纤维,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"受到一定程度破坏后,通过自诊断和自修复功能重新获得性能的纤维。",GB/T 4146.2-2017 (OCR提取),OCR提取，需人工核验,,,,
化学循环再利用纤维,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,回收材料经分解、再聚合等化学方法制成的纤维。汉语拼音索引变开乡乡千乡佳T并列型复合纤维一.榴绍超细纤维一…超短纤维一…单绍导电纤维一…导湿纤维一.低收缩纤维…短纤维…发光纶维…反应型活性纤维一…防电磁辐射纤维…防污纤维.仿真纤维一.复合纤维.改性纤维…高强度高模量纤维…盲取向纺…高收缩纤维…高易水纤维一.高性能化学纤维一…工业其经功能性化学纤维…光导纤维一.光数变色纤维…,GB/T 4146.2-2017 (OCR提取),含15个非标准字符; OCR提取，需人工核验,,,,
废棉,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,油花\地脚花以及落棉、回花、皮辊花(吸风花)绒辊花等的总称。注:油花为沾有油污的棉花;地脚花为掉落在地上沾有污渍的短绒和飞花。,GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
清梳落棉,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,从开清棉机或梳棉机等分离出的纤维和杂质。注:主要有统破籽、地弄花、车肚花、盖板花等。,GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
统破籽,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,清棉机尘格下的所有落棉。注:含破籽、尘杂较多。异纤分拣机喷出或人工挑拣出的含有非棉纤维的棉花。,GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
车肚花,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"梳棉机车肚下的落棉。注:从梳棉机后车肚刺辊部分落下的称后车肚花,从前车肚锡林部分落下的称前车肚花。",GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
精梳落棉,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,经精梳机梳理过程中分离出来的短纤维和杂质。,GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
皮辊花,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"吸风花条子、粗纱或细纱断头后,由前罗拉和皮辊继续送出的,卷绕在上下皮辊或罗拉上,或由断头吸棉器所吸取的须条。",GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
绒辊花,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"绒板花梳棉、精梳、并条,粗纱、细纱机等绒辊或绒板上集附的短纤维。",GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
回丝,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,细纱、络筒、掂线等工序产生的纱线留头.废纱等的统称。,GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
清花棉卷,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"原棉经开清棉机开松、混合去除大部分杂质后,凝聚成一定宽度和厚度的连续均匀棉层,再加压卷成的卷状物。",GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
棉条,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"棉网经集束形成的,或经并条牵伸形成的条状物。",GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
精梳棉卷,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"棉条经过条并卷机并和、牵伸加工成一定宽度和厚度的连续均匀棉层,再经加压卷绕后形成的卷状物。",GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
精梳棉条,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"经精梳机制成的棉条 , 其中纤维较伸直 。",GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
普梳棉纱,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"普梳纱经过清棺、梳棺、并条.粗纱、细纱等工序,但不经过精梳工序纺制的棉纱。",GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
半精梳棉纱,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"将精梳条和生条进行并合,或以落棉较少的精梳棉条纺制的棉纱。",GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
弱捅纱,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"与正常纱相比 , 掂度较小的纱 。",GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
特细号纱,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"高支纱线密度在10tex及以下(纱支60「及以上),细度很细的纱。",GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
生的离心力使纤维在转杯周边赔聚槽,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,喷气涡流纺纱air-jet-vortex-spunyarn利用喷射气流形成的涡流场对纤维进行凝聚、加掏纺制的纱。,GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
结子纱,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,纱条表面间隔缠绕有许多大小不等小结子的花式纱。,GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
本色纱,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"未经漂染 , 保持纤维原有色泽的纱 。",GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
漂白纱,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,本色纱经过漂白工艺加工而成的纱 。,GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
烧毛纱,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"将纱线通过高温火焰,瞬时间烧去纱线表面毛羽的纱。",GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
筒纱,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,筒子纱纱线的一种卷装形式。注:按卷装形状分为圆柱形、圆锥形和其他形状筒子。,GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
纯棉织物,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,以纯棉纱线为原料制造的机织物和针织物。注:其中纯棉机织物又称棉布。,GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
纱织物,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,以单纱织成的机织物 。,GB/T 5705-2018 (OCR提取),定义过短(<15字); OCR提取，需人工核验,,,,
线织物,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,以股线织成的机织物 。,GB/T 5705-2018 (OCR提取),定义过短(<15字); OCR提取，需人工核验,,,,
混纺织物,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,以一种混纺纱线制成的织物 。,GB/T 5705-2018 (OCR提取),定义过短(<15字); OCR提取，需人工核验,,,,
本色织物,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"本色纱线织成 , 未经染整加工的织物 。",GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
本光布,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"经煮练 、 退浆 , 不经丝光工艺处理的织物 。",GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
漂白织物,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"经烧毛、退浆,焯练、漂白等前处理工序,再经适当整理加工而成的织物。",GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
染色织物,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"经练漂等前处理工序,再进行染色及整理加工而成的织物。",GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
静电植绒织物,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"利用静电在,将绒毛植人涂有粘合剂的织物表面,形成表面为绒毛层的有色织物或花纹图案织物。",GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
蓝印花布,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,靛蓝花布靛蓝防白印花工艺印制的蓝地(底)白花织物。注:属民间传统印花织物。,GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
吹兰才二仨布,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"利用纤维的不同性能,经酸腐蚀烂花工艺处理,呈现透明与不透明(或凹凸)的两部分,形成凹凸囹案效果的织物。",GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
蜡染织物,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,蜡防织物以蜡为防染剂进行印花(称蜡染或涂蜡防染)后形成色地白花织物。,GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
色织物,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,色织布亿染色纱或色纺纱织成的织物 。,GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
玻璃纱,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,巴里纱亿掏度较大的特细号或细号纱作经纬织成的稀薄透明的平纹织物。,GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
斜纹织物,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,采用斜纹组织织成的织物的统称 。,GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
哗叽,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"采用二上二下斜纹组织织成的织物。经向紧度约为55%一70%,经纬向紧度比约为6:5,斜纹倾斜角接近45,经纬密较接近。",GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
牛仔布,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"以较粗的纱线作经纬织成的斜纹布。注:传统牛仔布的经纱为青蓝色,纬纱为本色或淡色。",GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
缎纹织物,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,采用缎纹组织织成的织物的统称 。,GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
贡缎,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"以中号或细号纱做经纬,采用缎纹组织织成的,具有较密经密或纬密,富有光泽的织物。注:分为直贡和横贡。",GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
双层布,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,双层织物表、里两个系统的经纱和表、里两个系统的纬纱交织而成相互重叠的织物。,GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
水洗布,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"采用印染整理加工后,具有水洗风格的织物。",GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
轧纹布,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"经印染整理加工后,布面呈现凹凸花纹的织物。",GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
提花织物,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,利用提花机构织成具有花纹的织物。注:分为小提花织物和大提花织物两大类。,GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
落杂率,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,经开清棉和梳棉工序分离出落棉中的杂质含量占喂人棉总量的百分率。,GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
棉结,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"棉纤维(3.1.2)纠缠而成的结点。注:因棉纤维不成熟或轧花工艺不良造成的,一般在染色后形成深色或浅色细点。[来源:GB/T6103一2006,3.1.7,有修改]",GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
杂质,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"纱线或织物中含有的籽脚,硼叶、碎枝杆、棉籽软皮.麻草、木",GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
多股,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,股线中单纱根数多于规定根数 。,GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
缺股,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,股线中单纱根数少于规定根数 。,GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
多捻,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,掏度高于规定范围的纱线疵点 。,GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
在瑟壬芯,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"包芯纱中的芯纱断裂,造成仅有包覆纤维而无芯纱的一段纱线。",GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
上浆率,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,纱线上浆前后的质量差值对上浆前纱线质量的百分比。,GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
退浆率,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,纱线或织物退浆前后的质量差值对其退浆前质量的百分比。汉语拼音索引巴里纱包芯纱本光布本色织物层差粗支纱倒绒灯芯绒靛蓝花布缎纹织物帆布仿麂皮织物,GB/T 5705-2018 (OCR提取),OCR提取，需人工核验,,,,
通用型玄武岩纤维,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,具有一定的拉伸强度、拉伸弹性模量、耐碱盐侵蚀性和耐高温性的玄武岩纤维。,GB/T 38111-2019 (OCR提取),OCR提取，需人工核验,,,,
耐高温玄武岩纤维,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"经规定的高温条件处理后,纱线的拉伸断裂强度比通用型高一倍以上,具有显著的耐高温能力的玄武命纤维。注:简称耐温型。",GB/T 38111-2019 (OCR提取),OCR提取，需人工核验,,,,
腈纶类废旧纺织品,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,以腈纶为主体的废旧纺织品 。,GB/T 38923-2020 (OCR提取),定义过短(<15字); OCR提取，需人工核验,,,,
废旧纺织品不合格物,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"在废旧纺织品中含有的不适合以现有工艺再利用的纺织品,或具备连接、装饰、标识或其他作用的部件。示例:膜、标签、拉链、纽扣、绳带。",GB/T 38923-2020 (OCR提取),OCR提取，需人工核验,,,,
废旧纺织品不合格物含量,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,废旧纺织品中不合格物的质量占被检物总质量的百分数。,GB/T 38923-2020 (OCR提取),OCR提取，需人工核验,,,,
棉类废旧纺织品分级指标及质量要求,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,棺类废旧纺织品分级指标及质量要求见表3。表3棉类废旧纺织品分级指标及质量要求棉类废纺织品质量要求棉类旧纺织品质量要求序号指标一级二级三级一级二级三级《01010101)(《01010102)(《01010103)(《01020101)(《01020102)《01020103)不合格]台格物妙0.1一2一3妙5妙10妙15含量/%棉纤维,GB/T 38923-2020 (OCR提取),OCR提取，需人工核验,,,,
其他类废旧纺织品分级指标及质量要求,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,兴他类废旧纺织品分级指标及质量要求见表8。表8其他类废旧纺织品分级指标及质量要求其他类废纺织品质量要求其他类旧纺织品质量要求序号指标一级二级一级二级(《01010601)(《01010602)《01020601)(《01020602)|1不合格物吴量/%f5三10三10三20|2主要材质含量/%三75三50752350,GB/T 38923-2020 (OCR提取),OCR提取，需人工核验,,,,
内在检验,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"废旧纺织品每批应不多于10t,每批抽样量为被检总质量的0.01%。行鉴别。成分含量附录A(规范性附录)废旧纺织品不合格物含量试验方法A.1工具台秤。A.2试验步骤称量所抽取废旧纺织品样品的总质量,然后人工分拣出样品次废旧纺织品的不合格物含量。A.3计算公式废旧纺织品不合格物含量按照式(A.1)进行计算,八二璧10057721A一一废旧纺织品不合格物含量,%;",GB/T 38923-2020 (OCR提取),OCR提取，需人工核验,,,,
自然灾害场,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"于应急产业,具有预防防护.应急处置、救援注:应急产业一般指为预防、处置突发景用纺织品应纺织品。",GB/T 42693-2023 (OCR提取),OCR提取，需人工核验,,,,
事故灾难场,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,应用于矿山…件、踩踏事件、核事故.水上交通事故.航空景用纺织品与辐射事故、工业,GB/T 42693-2023 (OCR提取),含1个非标准字符; OCR提取，需人工核验,,,,
公共卫生事,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,件场景用纺织品应用于传染,GB/T 42693-2023 (OCR提取),定义过短(<15字); OCR提取，需人工核验,,,,
棉花,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"锦葵科棉属植物及其种子上纤维的统称。注:包括籽棉,皮棉等。[来源:GB/T32139一2015,2.1.1,有修改]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
细绒棉,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"从陆地棉栽培品种取得的棉纤维(3.1.2)。注1:陆地棉是四倍体栽培棉种之一,原产于中美洲墨西哥南部的高地及加勒比地区。注2:一般手扯长度23mm一33mm,线密度143mtex一222mtex。[来源:NY/工2673一2015,3.6,有修改]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
长绒棉,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"从海岛棉栽培品种取得的棉纤维(3.1.2)。巳巳注1:海岛棉是四倍体栽培棉种之一,原产于南美洲中美洲和加勒比地区。注2:一般手扯长度33mm一40mm,线密度小于143mtex。[来源:NY/T2673一2015,3.7,有修改]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
锯齿棉,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"籽棉(3.1.7)经锯齿轧花工艺加工获得的皮棉(3.1.8)。[来源:GB1103.1一2023,3.1,有修改]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
锡齿加工细绒棉,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"娄棉(3.1.7)经锯齿轧花工艺加工获得的细绒棺(3.1.3)。[来源:GB1103.1一2023,3.1,有修改]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
剥桃棉,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,从非自然开裂的棉铃中剥取的棉花(3.1.1)。,GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
落地棉,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"在机械采摘收购.成包、储运等过程中,落地沾污的棉花(3.1.1)。[来源:GB/T32139一2015,2.1.11,有修改]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
棉短绒,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"棉籽绒从轧花后的毛棉籽上刮剥下来的棉纤维(3.1.2)。注:毛棉籽是籽棉经轧花工艺分离出的棉娄,着生少量棉纤维。[来源:GB/T32139一2015,2.4.10,有修改]",GB/T 46947-2025 (OCR提取),OCR提取，需人工核验,,,,
